0,entity,Domain,Conditions,,day,,,,,,,,,,
11,517,Baltimore,Mostly Clear,55,1,,,,,,,,,,
12,517,Baltimore,Mostly Clear,55,1,,,,,,,,,,
1,528,Baltimore,Fair,,1,,,,,,,,,,
2,528,Baltimore,Fair,74,1,,,,,,,,,,
3,528,Baltimore,Mostly Cloudy,81,1,,,,,,,,,,
4,528,Baltimore,Scattered Clouds,75,1,,,,,,,,,,
5,528,Baltimore,Intermittent Clouds,81,1,,,,,,,,,,
6,528,Baltimore,Mostly Cloudy,86,1,,,,,,,,,,
7,528,Baltimore,Partly Cloudy,69,1,,,,,,,,,,
8,528,Baltimore,Intermittent Clouds,81,1,,,,,,,,,,
9,528,Baltimore,Mostly Cloudy,86,1,,,,,,,,,,
15,528,Baltimore,Mostly Clear,81,1,,,,,,,,,,
10,528,Baltimore,normal,74,1,,,,,,,,,,
11,528,Baltimore,Some Clouds,81,1,,,,,,,,,,
1,535,Baltimore,Cloudy,,1,,,,,,,,,,
2,535,Baltimore,Fair,69,1,,,,,,,,,,
3,535,Baltimore,Haze,82,1,,,,,,,,,,
4,535,Baltimore,Haze,74,1,,,,,,,,,,
5,535,Baltimore,Cloudy,81,1,,,,,,,,,,
6,535,Baltimore,Overcast,80,1,,,,,,,,,,
7,535,Baltimore,Cloudy,66,1,,,,,,,,,,
8,535,Baltimore,Cloudy,81,1,,,,,,,,,,
9,535,Baltimore,Haze,86,1,,,,,,,,,,
15,535,Baltimore,Haze,82,1,,,,,,,,,,
10,535,Baltimore,normal,69,1,,,,,,,,,,
11,535,Baltimore,Cloudy,81,1,,,,,,,,,,
12,535,Baltimore,Cloudy,81,1,,,,,,,,,,
13,552,Baltimore,Mostly Cloudy,61,1,,,,,,,,,,
13,565,Baltimore,Overcast,75,1,,,,,,,,,,
1,600,Baltimore,Partly Cloudy,,1,,,,,,,,,,
2,600,Baltimore,Fair,81,1,,,,,,,,,,
3,600,Baltimore,Overcast,87,1,,,,,,,,,,
4,600,Baltimore,Overcast,88,1,,,,,,,,,,
5,600,Baltimore,Cloudy,88,1,,,,,,,,,,
6,600,Baltimore,Mist,87,1,,,,,,,,,,
7,600,Baltimore,Mostly Cloudy,78,1,,,,,,,,,,
8,600,Baltimore,Cloudy,86,1,,,,,,,,,,
9,600,Baltimore,Fog,86,1,,,,,,,,,,
15,600,Baltimore,Mist,86,1,,,,,,,,,,
10,600,Baltimore,normal,80,1,,,,,,,,,,
11,600,Baltimore,Cloudy,88,1,,,,,,,,,,
12,600,Baltimore,Cloudy,86,1,,,,,,,,,,
13,611,Baltimore,Light Snow,79,1,,,,,,,,,,
13,625,Baltimore,Fog/Mist,85,1,,,,,,,,,,
1,646,Boston,Fair/Windy,,1,,,,,,,,,,
2,646,Boston,Clear,44,1,,,,,,,,,,
3,646,Boston,Clear,43,1,,,,,,,,,,
4,646,Boston,Clear,44,1,,,,,,,,,,
5,646,Boston,Clear,42,1,,,,,,,,,,
6,646,Boston,Clear,44,1,,,,,,,,,,
8,646,Boston,Clear,42,1,,,,,,,,,,
15,646,Boston,Clear,42,1,,,,,,,,,,
11,646,Boston,Clear,42,1,,,,,,,,,,
12,646,Boston,Clear,42,1,,,,,,,,,,
1,649,Boston,Fair/Windy,,1,,,,,,,,,,
2,649,Boston,Clear,37,1,,,,,,,,,,
3,649,Boston,Clear,39,1,,,,,,,,,,
4,649,Boston,Clear,34,1,,,,,,,,,,
5,649,Boston,Sunny,38,1,,,,,,,,,,
6,649,Boston,Clear,37,1,,,,,,,,,,
8,649,Boston,Sunny,38,1,,,,,,,,,,
15,649,Boston,Clear,38,1,,,,,,,,,,
11,649,Boston,Sunny,38,1,,,,,,,,,,
12,649,Boston,Sunny,38,1,,,,,,,,,,
1,655,Boston,Partly Cloudy,,1,,,,,,,,,,
2,655,Boston,Partly Cloudy,27,1,,,,,,,,,,
3,655,Boston,Partly Cloudy,26,1,,,,,,,,,,
4,655,Boston,Partly Cloudy,27,1,,,,,,,,,,
5,655,Boston,Mostly Sunny,26,1,,,,,,,,,,
6,655,Boston,Partly Cloudy,27,1,,,,,,,,,,
8,655,Boston,Mostly Sunny,26,1,,,,,,,,,,
15,655,Boston,Few Clouds,26,1,,,,,,,,,,
11,655,Boston,Mostly Sunny,26,1,,,,,,,,,,
12,655,Boston,Mostly Sunny,26,1,,,,,,,,,,
1,660,Boston,Partly Cloudy,,1,,,,,,,,,,
2,660,Boston,Partly Cloudy,31,1,,,,,,,,,,
3,660,Boston,Clear,36,1,,,,,,,,,,
4,660,Boston,Clear,36,1,,,,,,,,,,
5,660,Boston,Clear,35,1,,,,,,,,,,
6,660,Boston,Clear,36,1,,,,,,,,,,
8,660,Boston,Partly Cloudy,32,1,,,,,,,,,,
15,660,Boston,Clear,35,1,,,,,,,,,,
11,660,Boston,Clear,35,1,,,,,,,,,,
12,660,Boston,Partly Cloudy,32,1,,,,,,,,,,
1,669,Boston,Cloudy,,1,,,,,,,,,,
2,669,Boston,Overcast,39,1,,,,,,,,,,
3,669,Boston,Overcast,41,1,,,,,,,,,,
4,669,Boston,Overcast,42,1,,,,,,,,,,
5,669,Boston,Cloudy,40,1,,,,,,,,,,
6,669,Boston,Overcast,39,1,,,,,,,,,,
8,669,Boston,Cloudy,40,1,,,,,,,,,,
15,669,Boston,Cloudy,40,1,,,,,,,,,,
11,669,Boston,Cloudy,40,1,,,,,,,,,,
12,669,Boston,Cloudy,40,1,,,,,,,,,,
1,671,Boston,Cloudy,,1,,,,,,,,,,
2,671,Boston,Overcast,46,1,,,,,,,,,,
3,671,Boston,Overcast,45,1,,,,,,,,,,
4,671,Boston,Overcast,46,1,,,,,,,,,,
5,671,Boston,Cloudy,44,1,,,,,,,,,,
6,671,Boston,Overcast,46,1,,,,,,,,,,
8,671,Boston,Cloudy,44,1,,,,,,,,,,
15,671,Boston,Cloudy,44,1,,,,,,,,,,
11,671,Boston,Cloudy,44,1,,,,,,,,,,
12,671,Boston,Cloudy,44,1,,,,,,,,,,
1,673,Boston,Mostly Cloudy,,1,,,,,,,,,,
2,673,Boston,Mostly Cloudy,46,1,,,,,,,,,,
3,673,Boston,Mostly Cloudy,45,1,,,,,,,,,,
4,673,Boston,Mostly Cloudy,46,1,,,,,,,,,,
5,673,Boston,Intermittent Clouds,44,1,,,,,,,,,,
6,673,Boston,Mostly Cloudy,46,1,,,,,,,,,,
8,673,Boston,Intermittent Clouds,44,1,,,,,,,,,,
15,673,Boston,Mostly Cloudy,44,1,,,,,,,,,,
11,673,Boston,Some Clouds,44,1,,,,,,,,,,
1,676,Boston,Fair,,1,,,,,,,,,,
2,676,Boston,Clear,46,1,,,,,,,,,,
3,676,Boston,Clear,48,1,,,,,,,,,,
4,676,Boston,Clear,50,1,,,,,,,,,,
5,676,Boston,Clear,48,1,,,,,,,,,,
6,676,Boston,Clear,46,1,,,,,,,,,,
8,676,Boston,Clear,48,1,,,,,,,,,,
15,676,Boston,Clear,48,1,,,,,,,,,,
11,676,Boston,Clear,48,1,,,,,,,,,,
12,676,Boston,Clear,48,1,,,,,,,,,,
1,684,Boston,Partly Cloudy,,1,,,,,,,,,,
2,684,Boston,Partly Cloudy,37,1,,,,,,,,,,
3,684,Boston,Partly Cloudy,37,1,,,,,,,,,,
4,684,Boston,Partly Cloudy,34,1,,,,,,,,,,
5,684,Boston,Partly Sunny,36,1,,,,,,,,,,
6,684,Boston,Partly Cloudy,37,1,,,,,,,,,,
8,684,Boston,Partly Sunny,36,1,,,,,,,,,,
15,684,Boston,Few Clouds,36,1,,,,,,,,,,
11,684,Boston,Partly Sunny,36,1,,,,,,,,,,
12,684,Boston,Partly Sunny,36,1,,,,,,,,,,
1,692,Boston,Partly Cloudy,,1,,,,,,,,,,
2,692,Boston,Partly Cloudy,29,1,,,,,,,,,,
3,692,Boston,Scattered Clouds,29,1,,,,,,,,,,
4,692,Boston,Scattered Clouds,29,1,,,,,,,,,,
5,692,Boston,Mostly Clear,29,1,,,,,,,,,,
6,692,Boston,Partly Cloudy,29,1,,,,,,,,,,
8,692,Boston,Mostly Clear,29,1,,,,,,,,,,
15,692,Boston,Mostly Clear,29,1,,,,,,,,,,
11,692,Boston,Mostly Clear,29,1,,,,,,,,,,
12,692,Boston,Mostly Clear,29,1,,,,,,,,,,
1,731,Boston,Fair,,1,,,,,,,,,,
2,731,Boston,Clear,31,1,,,,,,,,,,
3,731,Boston,Clear,32,1,,,,,,,,,,
4,731,Boston,Clear,31,1,,,,,,,,,,
5,731,Boston,Clear,30,1,,,,,,,,,,
6,731,Boston,Clear,31,1,,,,,,,,,,
8,731,Boston,Clear,30,1,,,,,,,,,,
15,731,Boston,Clear,32,1,,,,,,,,,,
11,731,Boston,Clear,32,1,,,,,,,,,,
12,731,Boston,Clear,30,1,,,,,,,,,,
1,734,Boston,Fair,,1,,,,,,,,,,
2,734,Boston,Clear,36,1,,,,,,,,,,
3,734,Boston,Clear,37,1,,,,,,,,,,
4,734,Boston,Clear,36,1,,,,,,,,,,
5,734,Boston,Clear,36,1,,,,,,,,,,
6,734,Boston,Clear,36,1,,,,,,,,,,
8,734,Boston,Clear,33,1,,,,,,,,,,
15,734,Boston,Clear,36,1,,,,,,,,,,
11,734,Boston,Clear,36,1,,,,,,,,,,
12,734,Boston,Clear,36,1,,,,,,,,,,
1,746,Boston,Mostly Cloudy,,1,,,,,,,,,,
2,746,Boston,Mostly Cloudy,40,1,,,,,,,,,,
3,746,Boston,Scattered Clouds,41,1,,,,,,,,,,
4,746,Boston,Scattered Clouds,40,1,,,,,,,,,,
5,746,Boston,Partly Sunny,40,1,,,,,,,,,,
6,746,Boston,Partly Cloudy,41,1,,,,,,,,,,
8,746,Boston,Intermittent Clouds,42,1,,,,,,,,,,
15,746,Boston,Mostly Clear,40,1,,,,,,,,,,
11,746,Boston,Partly Sunny,40,1,,,,,,,,,,
1,756,Boston,Cloudy,,1,,,,,,,,,,
2,756,Boston,Overcast,38,1,,,,,,,,,,
3,756,Boston,Overcast,38,1,,,,,,,,,,
4,756,Boston,Overcast,38,1,,,,,,,,,,
5,756,Boston,Cloudy,38,1,,,,,,,,,,
6,756,Boston,Overcast,38,1,,,,,,,,,,
8,756,Boston,Cloudy,36,1,,,,,,,,,,
15,756,Boston,Cloudy,38,1,,,,,,,,,,
12,756,Boston,Cloudy,38,1,,,,,,,,,,
1,768,Boston,Cloudy,,1,,,,,,,,,,
2,768,Boston,Overcast,45,1,,,,,,,,,,
3,768,Boston,Overcast,45,1,,,,,,,,,,
4,768,Boston,Overcast,44,1,,,,,,,,,,
5,768,Boston,Cloudy,44,1,,,,,,,,,,
6,768,Boston,Overcast,45,1,,,,,,,,,,
8,768,Boston,Cloudy,47,1,,,,,,,,,,
15,768,Boston,Cloudy,45,1,,,,,,,,,,
11,768,Boston,Cloudy,44,1,,,,,,,,,,
12,768,Boston,Cloudy,44,1,,,,,,,,,,
1,774,Boston,Partly Cloudy,,1,,,,,,,,,,
2,774,Boston,Partly Cloudy,40,1,,,,,,,,,,
3,774,Boston,Scattered Clouds,39,1,,,,,,,,,,
4,774,Boston,Scattered Clouds,40,1,,,,,,,,,,
5,774,Boston,Partly Sunny,38,1,,,,,,,,,,
6,774,Boston,Partly Cloudy,40,1,,,,,,,,,,
8,774,Boston,Partly Sunny,38,1,,,,,,,,,,
15,774,Boston,Mostly Clear,38,1,,,,,,,,,,
11,774,Boston,Partly Sunny,38,1,,,,,,,,,,
12,774,Boston,Partly Sunny,38,1,,,,,,,,,,
1,776,Boston,Partly Cloudy,,1,,,,,,,,,,
2,776,Boston,Partly Cloudy,34,1,,,,,,,,,,
3,776,Boston,Scattered Clouds,36,1,,,,,,,,,,
4,776,Boston,Scattered Clouds,34,1,,,,,,,,,,
5,776,Boston,Partly Sunny,35,1,,,,,,,,,,
6,776,Boston,Partly Cloudy,40,1,,,,,,,,,,
8,776,Boston,Partly Sunny,38,1,,,,,,,,,,
15,776,Boston,Mostly Clear,35,1,,,,,,,,,,
11,776,Boston,Partly Sunny,35,1,,,,,,,,,,
12,776,Boston,Partly Sunny,35,1,,,,,,,,,,
1,789,Boston,Cloudy,,1,,,,,,,,,,
2,789,Boston,Overcast,60,1,,,,,,,,,,
3,789,Boston,Overcast,59,1,,,,,,,,,,
4,789,Boston,Overcast,55,1,,,,,,,,,,
5,789,Boston,Cloudy,58,1,,,,,,,,,,
6,789,Boston,Overcast,60,1,,,,,,,,,,
8,789,Boston,Cloudy,58,1,,,,,,,,,,
15,789,Boston,Cloudy,56,1,,,,,,,,,,
11,789,Boston,Cloudy,58,1,,,,,,,,,,
12,789,Boston,Cloudy,58,1,,,,,,,,,,
1,791,Boston,Cloudy,,1,,,,,,,,,,
2,791,Boston,Overcast,55,1,,,,,,,,,,
3,791,Boston,Overcast,56,1,,,,,,,,,,
4,791,Boston,Overcast,55,1,,,,,,,,,,
5,791,Boston,Cloudy,56,1,,,,,,,,,,
6,791,Boston,Overcast,55,1,,,,,,,,,,
8,791,Boston,Cloudy,56,1,,,,,,,,,,
15,791,Boston,Cloudy,56,1,,,,,,,,,,
11,791,Boston,Cloudy,56,1,,,,,,,,,,
12,791,Boston,Cloudy,56,1,,,,,,,,,,
1,798,Boston,Fair,,1,,,,,,,,,,
2,798,Boston,Clear,64,1,,,,,,,,,,
3,798,Boston,Clear,63,1,,,,,,,,,,
4,798,Boston,Clear,64,1,,,,,,,,,,
5,798,Boston,Clear,63,1,,,,,,,,,,
6,798,Boston,Clear,64,1,,,,,,,,,,
8,798,Boston,Clear,61,1,,,,,,,,,,
15,798,Boston,Clear,63,1,,,,,,,,,,
11,798,Boston,Clear,63,1,,,,,,,,,,
12,798,Boston,Clear,63,1,,,,,,,,,,
1,801,Boston,Fair,,1,,,,,,,,,,
2,801,Boston,Clear,64,1,,,,,,,,,,
3,801,Boston,Clear,66,1,,,,,,,,,,
4,801,Boston,Clear,63,1,,,,,,,,,,
5,801,Boston,Clear,65,1,,,,,,,,,,
6,801,Boston,Clear,64,1,,,,,,,,,,
8,801,Boston,Clear,63,1,,,,,,,,,,
15,801,Boston,Clear,65,1,,,,,,,,,,
11,801,Boston,Clear,65,1,,,,,,,,,,
12,801,Boston,Clear,65,1,,,,,,,,,,
1,831,Boston,Partly Cloudy,,1,,,,,,,,,,
2,831,Boston,Partly Cloudy,60,1,,,,,,,,,,
3,831,Boston,Scattered Clouds,59,1,,,,,,,,,,
4,831,Boston,Scattered Clouds,59,1,,,,,,,,,,
5,831,Boston,Partly Sunny,58,1,,,,,,,,,,
6,831,Boston,Partly Cloudy,60,1,,,,,,,,,,
8,831,Boston,Partly Sunny,58,1,,,,,,,,,,
15,831,Boston,Mostly Clear,58,1,,,,,,,,,,
11,831,Boston,Partly Sunny,58,1,,,,,,,,,,
12,831,Boston,Partly Sunny,58,1,,,,,,,,,,
1,831,Boston,Partly Cloudy,,1,,,,,,,,,,
2,831,Boston,Partly Cloudy,60,1,,,,,,,,,,
3,831,Boston,Scattered Clouds,59,1,,,,,,,,,,
4,831,Boston,Scattered Clouds,59,1,,,,,,,,,,
5,831,Boston,Partly Sunny,58,1,,,,,,,,,,
6,831,Boston,Partly Cloudy,60,1,,,,,,,,,,
1,837,Boston,Partly Cloudy,,1,,,,,,,,,,
2,837,Boston,Partly Cloudy,31,1,,,,,,,,,,
3,837,Boston,Partly Cloudy,32,1,,,,,,,,,,
4,837,Boston,Partly Cloudy,33,1,,,,,,,,,,
5,837,Boston,Mostly Clear,31,1,,,,,,,,,,
6,837,Boston,Partly Cloudy,31,1,,,,,,,,,,
8,837,Boston,Mostly Clear,31,1,,,,,,,,,,
15,837,Boston,Few Clouds,35,1,,,,,,,,,,
11,837,Boston,Mostly Clear,31,1,,,,,,,,,,
12,837,Boston,Mostly Clear,31,1,,,,,,,,,,
1,843,Boston,Partly Cloudy,,1,,,,,,,,,,
2,843,Boston,Overcast,46,1,,,,,,,,,,
3,843,Boston,Overcast,45,1,,,,,,,,,,
4,843,Boston,Overcast,46,1,,,,,,,,,,
5,843,Boston,Cloudy,44,1,,,,,,,,,,
6,843,Boston,Overcast,46,1,,,,,,,,,,
8,843,Boston,Partly Cloudy,42,1,,,,,,,,,,
15,843,Boston,Cloudy,44,1,,,,,,,,,,
11,843,Boston,Cloudy,44,1,,,,,,,,,,
12,843,Boston,Cloudy,44,1,,,,,,,,,,
1,848,Boston,Partly Cloudy,,1,,,,,,,,,,
2,848,Boston,Partly Cloudy,46,1,,,,,,,,,,
3,848,Boston,Partly Cloudy,49,1,,,,,,,,,,
4,848,Boston,Partly Cloudy,50,1,,,,,,,,,,
5,848,Boston,Partly Cloudy,48,1,,,,,,,,,,
6,848,Boston,Partly Cloudy,46,1,,,,,,,,,,
8,848,Boston,Partly Cloudy,48,1,,,,,,,,,,
15,848,Boston,Few Clouds,50,1,,,,,,,,,,
11,848,Boston,Partly Cloudy,48,1,,,,,,,,,,
12,848,Boston,Partly Cloudy,48,1,,,,,,,,,,
1,852,Boston,Partly Cloudy,,1,,,,,,,,,,
2,852,Boston,Partly Cloudy,54,1,,,,,,,,,,
3,852,Boston,Partly Cloudy,55,1,,,,,,,,,,
4,852,Boston,Partly Cloudy,54,1,,,,,,,,,,
5,852,Boston,Partly Cloudy,54,1,,,,,,,,,,
6,852,Boston,Partly Cloudy,54,1,,,,,,,,,,
8,852,Boston,Partly Cloudy,54,1,,,,,,,,,,
15,852,Boston,Mostly Clear,55,1,,,,,,,,,,
11,852,Boston,Partly Cloudy,54,1,,,,,,,,,,
12,852,Boston,Partly Cloudy,54,1,,,,,,,,,,
1,859,Boston,Mostly Cloudy,,1,,,,,,,,,,
2,859,Boston,Overcast,43,1,,,,,,,,,,
3,859,Boston,Overcast,41,1,,,,,,,,,,
4,859,Boston,Overcast,40,1,,,,,,,,,,
5,859,Boston,Cloudy,41,1,,,,,,,,,,
6,859,Boston,Mostly Cloudy,43,1,,,,,,,,,,
8,859,Boston,Intermittent Clouds,41,1,,,,,,,,,,
15,859,Boston,Cloudy,41,1,,,,,,,,,,
11,859,Boston,Cloudy,41,1,,,,,,,,,,
12,859,Boston,Cloudy,41,1,,,,,,,,,,
1,908,Boston,Cloudy,,1,,,,,,,,,,
2,908,Boston,Overcast,69,1,,,,,,,,,,
3,908,Boston,Overcast,66,1,,,,,,,,,,
4,908,Boston,Overcast,63,1,,,,,,,,,,
5,908,Boston,Cloudy,66,1,,,,,,,,,,
6,908,Boston,Overcast,69,1,,,,,,,,,,
8,908,Boston,Cloudy,63,1,,,,,,,,,,
15,908,Boston,Cloudy,66,1,,,,,,,,,,
11,908,Boston,Cloudy,66,1,,,,,,,,,,
12,908,Boston,Cloudy,66,1,,,,,,,,,,
1,961,Charlotte,Fair,,1,,,,,,,,,,
2,961,Charlotte,Clear,49,1,,,,,,,,,,
3,961,Charlotte,Overcast,51,1,,,,,,,,,,
4,961,Charlotte,Overcast,62,1,,,,,,,,,,
5,961,Charlotte,Cloudy,50,1,,,,,,,,,,
6,961,Charlotte,Clear,70,1,,,,,,,,,,
7,961,Charlotte,Mostly Cloudy,48,1,,,,,,,,,,
14,961,Charlotte,Cloudy,51,1,,,,,,,,,,
8,961,Charlotte,Cloudy,50,1,,,,,,,,,,
9,961,Charlotte,Winter storm warningClear,49,1,,,,,,,,,,
15,961,Charlotte,Clear,50,1,,,,,,,,,,
10,961,Charlotte,clear sky,45,1,,,,,,,,,,
11,961,Charlotte,Cloudy,50,1,,,,,,,,,,
12,961,Charlotte,Cloudy,50,1,,,,,,,,,,
1,965,Charlotte,Partly Cloudy,,1,,,,,,,,,,
2,965,Charlotte,Partly Cloudy,41,1,,,,,,,,,,
3,965,Charlotte,Scattered Clouds,41,1,,,,,,,,,,
4,965,Charlotte,Scattered Clouds,55,1,,,,,,,,,,
5,965,Charlotte,Partly Cloudy,40,1,,,,,,,,,,
6,965,Charlotte,Partly Cloudy,61,1,,,,,,,,,,
7,965,Charlotte,Partly Cloudy,44,1,,,,,,,,,,
14,965,Charlotte,Mostly Clear,43,1,,,,,,,,,,
8,965,Charlotte,Cloudy,41,1,,,,,,,,,,
9,965,Charlotte,Winter storm warningPartly Cloudy,41,1,,,,,,,,,,
15,965,Charlotte,Mostly Clear,40,1,,,,,,,,,,
10,965,Charlotte,clear sky,44,1,,,,,,,,,,
11,965,Charlotte,Partly Cloudy,40,1,,,,,,,,,,
12,965,Charlotte,Partly Cloudy,40,1,,,,,,,,,,
1,997,Charlotte,Partly Cloudy,,1,,,,,,,,,,
2,997,Charlotte,Fog And Mist,93,1,,,,,,,,,,
3,997,Charlotte,Scattered Clouds,96,1,,,,,,,,,,
4,997,Charlotte,Scattered Clouds,81,1,,,,,,,,,,
5,997,Charlotte,Partly Cloudy,95,1,,,,,,,,,,
6,997,Charlotte,Mist,81,1,,,,,,,,,,
7,997,Charlotte,Partly Cloudy,90,1,,,,,,,,,,
14,997,Charlotte,Mostly Clear,85,1,,,,,,,,,,
8,997,Charlotte,Partly Cloudy,91,1,,,,,,,,,,
9,997,Charlotte,Special weather statementFog,93,1,,,,,,,,,,
15,997,Charlotte,Mist,96,1,,,,,,,,,,
10,997,Charlotte,clear sky,86,1,,,,,,,,,,
11,997,Charlotte,Partly Cloudy,95,1,,,,,,,,,,
12,997,Charlotte,Partly Cloudy,95,1,,,,,,,,,,
1,1000,Charlotte,Mostly Cloudy,,1,,,,,,,,,,
2,1000,Charlotte,Fog And Mist,100,1,,,,,,,,,,
3,1000,Charlotte,Mostly Cloudy,100,1,,,,,,,,,,
4,1000,Charlotte,Mostly Cloudy,84,1,,,,,,,,,,
5,1000,Charlotte,Intermittent Clouds,100,1,,,,,,,,,,
6,1000,Charlotte,Mist,84,1,,,,,,,,,,
7,1000,Charlotte,Partly Cloudy,92,1,,,,,,,,,,
14,1000,Charlotte,Mostly Cloudy,90,1,,,,,,,,,,
8,1000,Charlotte,Intermittent Clouds,100,1,,,,,,,,,,
9,1000,Charlotte,Fog,100,1,,,,,,,,,,
15,1000,Charlotte,Mist,100,1,,,,,,,,,,
10,1000,Charlotte,clear sky,86,1,,,,,,,,,,
11,1000,Charlotte,Clouds And Sun,100,1,,,,,,,,,,
1,1001,Charlotte,Mostly Cloudy,,1,,,,,,,,,,
2,1001,Charlotte,Mostly Cloudy,93,1,,,,,,,,,,
3,1001,Charlotte,Mostly Cloudy,92,1,,,,,,,,,,
4,1001,Charlotte,Mostly Cloudy,81,1,,,,,,,,,,
5,1001,Charlotte,Intermittent Clouds,92,1,,,,,,,,,,
6,1001,Charlotte,Mostly Cloudy,81,1,,,,,,,,,,
7,1001,Charlotte,Partly Cloudy,91,1,,,,,,,,,,
14,1001,Charlotte,Mostly Cloudy,100,1,,,,,,,,,,
8,1001,Charlotte,Intermittent Clouds,100,1,,,,,,,,,,
9,1001,Charlotte,Mostly Cloudy,93,1,,,,,,,,,,
15,1001,Charlotte,Mostly Cloudy,92,1,,,,,,,,,,
10,1001,Charlotte,clear sky,93,1,,,,,,,,,,
11,1001,Charlotte,Clouds And Sun,92,1,,,,,,,,,,
1,1011,Charlotte,Partly Cloudy,,1,,,,,,,,,,
2,1011,Charlotte,Partly Cloudy,46,1,,,,,,,,,,
3,1011,Charlotte,Partly Cloudy,44,1,,,,,,,,,,
4,1011,Charlotte,Partly Cloudy,59,1,,,,,,,,,,
5,1011,Charlotte,Mostly Sunny,43,1,,,,,,,,,,
6,1011,Charlotte,Partly Cloudy,58,1,,,,,,,,,,
7,1011,Charlotte,Mostly Sunny,45,1,,,,,,,,,,
14,1011,Charlotte,Partly Cloudy,34,1,,,,,,,,,,
8,1011,Charlotte,Mostly Sunny,43,1,,,,,,,,,,
9,1011,Charlotte,Freezing Rain AdvisoryMostly Sunny,45,1,,,,,,,,,,
15,1011,Charlotte,Few Clouds,43,1,,,,,,,,,,
10,1011,Charlotte,clear sky,34,1,,,,,,,,,,
11,1011,Charlotte,Mostly Sunny,43,1,,,,,,,,,,
12,1011,Charlotte,Mostly Sunny,43,1,,,,,,,,,,
1,1074,Charlotte,Cloudy,,1,,,,,,,,,,
2,1074,Charlotte,Overcast,80,1,,,,,,,,,,
3,1074,Charlotte,Overcast,81,1,,,,,,,,,,
4,1074,Charlotte,Overcast,88,1,,,,,,,,,,
5,1074,Charlotte,Cloudy,81,1,,,,,,,,,,
6,1074,Charlotte,Overcast,80,1,,,,,,,,,,
7,1074,Charlotte,Cloudy,73,1,,,,,,,,,,
14,1074,Charlotte,Cloudy,77,1,,,,,,,,,,
8,1074,Charlotte,Cloudy,81,1,,,,,,,,,,
9,1074,Charlotte,Winter Weather AdvisoryCloudy,80,1,,,,,,,,,,
15,1074,Charlotte,Cloudy,81,1,,,,,,,,,,
10,1074,Charlotte,mostly cloudy,80,1,,,,,,,,,,
11,1074,Charlotte,Cloudy,81,1,,,,,,,,,,
12,1074,Charlotte,Cloudy,81,1,,,,,,,,,,
1,1080,Charlotte,Cloudy,,1,,,,,,,,,,
2,1080,Charlotte,Overcast,80,1,,,,,,,,,,
3,1080,Charlotte,Overcast,78,1,,,,,,,,,,
4,1080,Charlotte,Overcast,83,1,,,,,,,,,,
5,1080,Charlotte,Cloudy,77,1,,,,,,,,,,
6,1080,Charlotte,Overcast,80,1,,,,,,,,,,
7,1080,Charlotte,Cloudy,72,1,,,,,,,,,,
14,1080,Charlotte,Cloudy,69,1,,,,,,,,,,
8,1080,Charlotte,Cloudy,74,1,,,,,,,,,,
9,1080,Charlotte,Winter Weather AdvisoryCloudy,80,1,,,,,,,,,,
15,1080,Charlotte,Cloudy,78,1,,,,,,,,,,
10,1080,Charlotte,mostly cloudy,86,1,,,,,,,,,,
11,1080,Charlotte,Cloudy,77,1,,,,,,,,,,
12,1080,Charlotte,Cloudy,77,1,,,,,,,,,,
1,1083,Charlotte,Partly Cloudy,,1,,,,,,,,,,
2,1083,Charlotte,Partly Cloudy,74,1,,,,,,,,,,
3,1083,Charlotte,Scattered Clouds,74,1,,,,,,,,,,
4,1083,Charlotte,Scattered Clouds,82,1,,,,,,,,,,
5,1083,Charlotte,Partly Cloudy,74,1,,,,,,,,,,
6,1083,Charlotte,Partly Cloudy,80,1,,,,,,,,,,
7,1083,Charlotte,Mostly Cloudy,66,1,,,,,,,,,,
14,1083,Charlotte,Cloudy,66,1,,,,,,,,,,
8,1083,Charlotte,Cloudy,71,1,,,,,,,,,,
9,1083,Charlotte,Weather WarningsPartly Cloudy,74,1,,,,,,,,,,
15,1083,Charlotte,Mostly Clear,74,1,,,,,,,,,,
10,1083,Charlotte,mostly cloudy,86,1,,,,,,,,,,
11,1083,Charlotte,Partly Cloudy,74,1,,,,,,,,,,
12,1083,Charlotte,Partly Cloudy,74,1,,,,,,,,,,
1,1084,Charlotte,Partly Cloudy,,1,,,,,,,,,,
2,1084,Charlotte,Partly Cloudy,80,1,,,,,,,,,,
3,1084,Charlotte,Partly Cloudy,78,1,,,,,,,,,,
4,1084,Charlotte,Partly Cloudy,83,1,,,,,,,,,,
5,1084,Charlotte,Partly Cloudy,77,1,,,,,,,,,,
6,1084,Charlotte,Partly Cloudy,81,1,,,,,,,,,,
7,1084,Charlotte,Partly Cloudy,72,1,,,,,,,,,,
14,1084,Charlotte,Cloudy,66,1,,,,,,,,,,
8,1084,Charlotte,Partly Cloudy,74,1,,,,,,,,,,
9,1084,Charlotte,Weather WarningsMostly Sunny,79,1,,,,,,,,,,
15,1084,Charlotte,Few Clouds,78,1,,,,,,,,,,
10,1084,Charlotte,mostly cloudy,79,1,,,,,,,,,,
11,1084,Charlotte,Partly Cloudy,77,1,,,,,,,,,,
12,1084,Charlotte,Partly Cloudy,77,1,,,,,,,,,,
1,1086,Charlotte,Partly Cloudy,,1,,,,,,,,,,
2,1086,Charlotte,Partly Cloudy,80,1,,,,,,,,,,
